Account Name,City,County,State,Status,Budget Cycle,Engagement Date,Proposal Sent,ZIP,Agency Count,Budget Cycle,CPE Contract end date,Organization Type,Population,Category Type,Sworn Officers,Total Employees, Dispatch Seats ,Jail Beds,CAD Vendor,Dispatched By,CAD vendor since,RMS Vendor,RMS vendor since,CPE Vendor,CPE Last Upgraded,CPE Contract End,Jail Vendor,Jail vendor since,ANL Vendor ID
Michigan Department of State Police,East Lansing,Ingham,MI,,,,,48823-5143,1,,,"Police, State",0,Law,0,1000,  29.00 ,0,Motorola Solutions / Premier One,,1/1/2006,In House Custom System*,1/1/2006,Motorola Solutions / Vesta,1/1/2017,,,,
Ingham County Central Dispatch,Lansing,Ingham,MI,,,,,48933-1603,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,50,  14.00 ,0,CentralSquare / TriTech / Inform*,,4/1/2015,,,Intrado / West*,,,,,
Genesee County 911 Authority,Flint,Genesee,MI,,,,,48532,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,55,  14.00 ,0,Hexagon / Intergraph*,,1/1/2008,,,Guardian,,,,,
Detroit City Airport,Detroit,Wayne,MI,,,,,48213-1206,1,,,"Police, Airport",0,Law,120,160,  12.00 ,0,CLEMIS,,,CLEMIS,,,,,,,CLEMIS
Livingston County 911,Howell,Livingston,MI,,,,,48843-1951,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,30,  11.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/5/2010,,1/1/2010,Motorola Solutions / Vesta,,,,1/1/2010,
Calhoun County Consolidated Dispatch,Marshall,Calhoun,MI,,,,,49068,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,30,  9.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,12/1/2013,,,Motorola Solutions / Vesta,1/1/2016,,,,
Saginaw County Central Dispatch,Saginaw,Saginaw,MI,,,,,48602-2044,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,30,  9.00 ,0,Motorola Solutions / Premier One*,,1/1/2012,,,,,,,,
CCE Central Dispatch,Petoskey,Emmet,MI,,,,,49770-8340,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,15,  8.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2003,,,Intrado / West / Viper*,5/1/2017,,,,
Saint Clair County Central Dispatch,Port Huron,St Clair,MI,,,,,48060-3901,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,23,  8.00 ,0,CLEMIS,,6/15/2016,,,Intrado / West*,1/1/2015,,,,
Muskegon County Central Dispatch,Muskegon,Muskegon,MI,,,,,49443-1219,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,34,  7.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2008,,1/1/2008,Motorola Solutions / CallWorks*,1/1/2016,,,,
Metropolitan Airport,Detroit,Wayne,MI,,,,,48242,1,,,"Police, Airport",0,Law,110,130,  6.00 ,0,CLEMIS,,,CLEMIS,,Motorola Solutions / CallWorks*,,,,,
Ostego County 911,Gaylord,Otsego,MI,,,,,49735-1372,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,20,  6.00 ,0,Motorola Solutions / Premier One*,,10/1/2012,,,,,,,,
Wayne County Central Communications,Romulus,Wayne,MI,,,,,48174,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,800,  5.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2008,,,Motorola Solutions / CallWorks*,,,,,
Lapeer County Central Dispatch,Lapeer,Lapeer,MI,,,,,48446-1716,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,18,  5.00 ,0,CLEMIS,,7/1/2015,,,Motorola Solutions / CallWorks*,,,,,
Hillsdale County Central Dispatch,Osseo,Hillsdale,MI,,,,,49266-9531,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,16,  5.00 ,0,ID Networks*,,1/1/2010,,,Motorola Solutions / CallWorks,,,,,
Allegan County Central Dispatch,Allegan,Allegan,MI,,,,,49010-9511,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,24,  5.00 ,0,Tyler Technologies / New World (Aegis)*,,,,,Intrado / West*,1/1/2016,,,,
St Joseph County 911 Central Dispatch,Centreville,St Joseph,MI,,,,,49032-0066,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,17,  4.00 ,0,APSS - Alert Public Safety Solutions,,3/1/2013,,1/1/1990,Solacom*,8/1/2016,8/1/2021,,,
Isabella County Central Dispatch,Mt Pleasant,Isabella,MI,,,,,48858-8990,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,14,  4.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/1999,,,Sentinals,,,,,
Newaygo County Central Dispatch,White Cloud,Newaygo,MI,,,,,49349 0885,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  4.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,7/1/2015,,,Intrado / West*,,,,,
Barry County Central Dispatch,Hastings,Barry,MI,,,,,49058-8825,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,17,  4.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/1995,,,Motorola Solutions / Vesta,,,,,
Meceola Cons Central Dispatch Center,Paris,Mecosta,MI,,,,,49338-9731,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  4.00 ,0,CentralSquare / TriTech / Zuercher,,,,,Intrado / West*,1/1/2017,,,,
Ionia County Central Dispatch,Ionia,Ionia,MI,,,,,48846-8512,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,15,  4.00 ,0,LogiSYS,,1/1/1998,,,CentralSquare / TriTech / Inform*,,,,,
Tuscola County Central Dispatch,Caro,Tuscola,MI,,,,,48723-9135,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,13,  4.00 ,0,LogiSYS,,1/1/2003,,,Intrado / West*,1/1/2014,,,,
Iosco County Central Dispatch,East Tawas,Iosco,MI,,,,,48730-9572,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,11,  3.00 ,0,Caliber Public Safety / InterAct*,,1/1/2008,,,Intrado / West*,9/1/2016,,,,
Leelanau County Central Dispatch,Suttons Bay,Leelanau,MI,,,,,49682,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  3.00 ,0,Caliber Public Safety / InterAct*,,1/1/2004,,,Motorola Solutions / CallWorks*,11/1/2017,,,,
Alpena County Central Dispatch,Alpena,Alpena,MI,,,,,49707-2453,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,9,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,6/8/2017,,,Intrado / West / Viper*,1/1/2014,,,,
Antrim County Central Dispatch,Bellaire,Antrim,MI,,,,,49615,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2001,,,Intrado / West*,12/1/2017,,,,
Delta County Central Dispatch,Escanaba,Delta,MI,,,,,49829-2722,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,11,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2012,,,Intrado / West*,1/1/2007,,,,
Lake County 911,Baldwin,Lake,MI,,,,,49304-7971,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,4/1/2010,,4/1/2010,Intrado / West / Viper*,1/1/2013,,,,
Marquette County Central Dispatch,Negaunee,Menominee,MI,,,,,49886,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,13,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2012,,,Intrado / West / Viper*,1/1/2013,,,,
Roscommon County Central Dispatch,Roscommon,Roscommon,MI,,,,,48653-0087,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,13,  3.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/1999,,,Intrado / West*,7/23/2018,5/1/2022,,,
Clare County Central Dispatch,Harrison,Clare,MI,,,,,48625,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  3.00 ,0,"Sun Ridge Systems, Inc / RIMS*",,1/1/1996,,,Intrado / West*,,9/11/2017,,,
Crawford Emergency Central Dispatch,Grayling,Crawford,MI,,,,,49738-1745,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,5,  2.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,5/1/2017,,,,,,,,
Minneapolis PD Communications/MECC,Minneapolis,Hennepin,MN,,,,,55415-1316,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,150,  85.00 ,0,CentralSquare / TriTech / Inform*,,1/1/2007,,,Motorola Solutions / Vesta*,1/1/2015,,,,
Ramsey County Emergency Communications,Saint Paul,Ramsey,MN,,,,,55101-2227,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,175,  34.00 ,0,CentralSquare / TriTech / Inform*,,1/1/2015,,,Motorola Solutions / Vesta,1/1/2015,1/1/2021,,,
Dakota Communications Center,Rosemount,Dakota,MN,,,,,55068,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,66,  23.00 ,0,CentralSquare / TriTech / Inform*,,6/1/2015,,,Motorola Solutions / Vesta*,,,,,
Brainerd District 2800,Brainerd,Crow Wing,MN,,,,,56401-0644,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,40,  16.00 ,0,Hexagon / Intergraph*,,1/1/2004,,,Motorola Solutions / CallWorks*,,,,,
Anoka County Central Communications,Anoka,Anoka,MN,,,,,55303-2489,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,40,  15.00 ,0,CentralSquare / TriTech / Inform*,,12/9/2014,,,Intrado / West / Viper*,,,,,
Metropolitan Transit Police,Minneapolis,Hennepin,MN,,,,,55404-4117,1,,,"Police, Other",0,Law,235,250,  14.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2017,CentralSquare / TriTech / Zuercher,1/1/2017,Will Not Disclose,,,,,CentralSquare / TriTech / Zuercher
Detroit Lakes District 2900,Detroit Lakes,Becker,MN,,,,,56501-2205,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,5,  14.00 ,0,Hexagon / Intergraph*,,1/1/2006,,,Intrado / West / Viper*,1/1/2017,,,,
University of Minnesota-Twin Cities,Minneapolis,Anoka,MN,,,,,55455,1,,,"Police, University & College",0,Law,55,120,  8.00 ,0,CentralSquare / TriTech / Inform*,,1/1/2007,Versaterm / Versadex*,6/5/2018,Intrado / West*,,,,,
Olmsted County Law Enforcement Center,Rochester,Olmsted,MN,,,,,55904-3761,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,198,  7.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/1999,,,Motorola Solutions / Vesta*,3/28/2019,,,,
Hennepin County Med Center EMS,Minneapolis,Hennepin,MN,,,,,55415-1623,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,22,  6.00 ,0,CentralSquare / TriTech / Inform*,,1/1/2007,,,Motorola Solutions / Vesta*,,,,,
White Earth Tribal Police Department,White Earth,Becker,MN,,,,,56591-0418,1,,,"Police, Tribal",0,Law,24,24,  2.00 ,0,CentralSquare / TriTech / Zuercher,,2/14/2018,CentralSquare / TriTech / Zuercher,2/14/2018,,,,,,CentralSquare / TriTech / Zuercher
Leech Lake Tribal Police Department,Cass Lake,Cass,MN,,,,,56637,1,,,"Police, Tribal",0,Law,30,45,  2.00 ,0,CentralSquare / TriTech / Zuercher / LETG*,,12/1/2009,CentralSquare / TriTech / Zuercher / LETG*,12/1/2009,Does not use*,,,,,CentralSquare / TriTech / Zuercher / LETG*
Wilkin County Law Enforcement Center,Breckenridge,Wilkin,MN,,,,,56520-1503,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,30,  2.00 ,0,CentralSquare / TriTech / Zuercher / LETG*,,1/1/2013,,,Motorola Solutions / Premier One,,,,,
Clay County Law Enforcement Center,Fargo,Cass,ND,,,,,58102-4871,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,39,  8.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/2011,,,Intrado / West / Viper*,,,,,
Red River Regional Dispatch Center,Fargo,Cass,ND,,,,,58102-4871,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,41,  8.00 ,0,Tyler Technologies / New World (Aegis)*,,3/6/2011,,,Intrado / West / Viper*,,,,,
Bismarck & Burleigh County Emergency,Bismarck,Burleigh,ND,,,,,58504,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,21,  6.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2001,,,,,,,,
Three Affiliated Tribes Police Department,New Town,Mountrail,ND,,,,,58763,1,,,"Police, Tribal",0,Law,13,29,  3.00 ,30,Caliber Public Safety / Global*,,,Caliber Public Safety / Global*,,Motorola Solutions / Vesta*,,,Caliber Public Safety / Global*,,
Richland County Communications,Wahpeton,Richland,ND,,,,,58075,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,11,  3.00 ,0,"CIS - Computer Information Systems, Inc.",,1/1/2001,,,Motorola Solutions / Vesta*,,,,,
Pennington County 911,Rapid City,Pennington,SD,,,,,57701-2884,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,52,  15.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2014,,,TCS / Comtech / Microdata,,,,,
Kyle Police Department,Kyle,Shannon,SD,,,,,57752-0437,1,,,"Police, Municipal",0,Law,0,14,  5.00 ,0,,,,,1/1/2005,,,,,,
Shannon County PSAP,Pine Ridge,Shannon,SD,,,,,57770-0300,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  5.00 ,0,CentralSquare / TriTech / Zuercher,,5/24/2018,,,Other,,,,,
Lower Brule Law Enforcement,Lower Brule,Lyman,SD,,,,,57548,1,,,"Police, Tribal",0,Law,4,8,  4.00 ,0,,,,,,,,,,,
Brown County Regional Communications Center,Aberdeen,Brown,SD,,,,,57401-4293,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,14,  4.00 ,0,,,,,,TCS / Comtech / Microdata,,,,,
Minnehaha Metro Communications,,Minnehaha,SD,,,,,,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,40,  4.00 ,0,Tyler Technologies / New World (Aegis)*,,,,,TCS / Comtech / Microdata,1/1/2015,,,,
South Dakota Highway Patrol,Pierre,Hughes,SD,,,,,57501-5001,1,,,"Police, State",0,Law,193,250,  3.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2012,CentralSquare / TriTech / Zuercher,1/1/2012,,,,,,Does not use*
Davison County PSAP,Mitchell,Davison,SD,,,,,57301-2512,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  3.00 ,0,CentralSquare / TriTech / Zuercher,,7/1/2014,,,Other,,,,,
Oglala Sioux Tribal Police Department,Pine Ridge,Shannon,SD,,,,,57770-0300,1,,,"Police, Tribal",0,Law,45,120,  2.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2017,CentralSquare / TriTech / Zuercher,1/1/2017,Intrado / West*,,,,,CentralSquare / TriTech / Zuercher
Lake County PSAP,Madison,Lake,SD,,,,,57042-2956,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,6,  2.00 ,0,CentralSquare / TriTech / Zuercher,,5/1/2016,,,TCS / Comtech / Microdata,1/1/2015,,,,
Cheyenne River Tribal Police Department,Eagle Butte,Dewey,SD,,,,,57625-0590,1,,,"Police, Tribal",0,Law,25,60,  2.00 ,0,Intellichoice / eFORCE*,,1/1/2015,Intellichoice / eFORCE*,1/1/2015,TCS / Comtech / Microdata,1/1/2015,,Intellichoice / eFORCE*,1/1/2015,
Buffalo County Law Enforcement Agency,Ft Thompson,Buffalo,SD,,,,,57339-0409,1,,,"Police, Municipal",0,Law,5,15,  1.00 ,0,,,,,,,,,,,
Crow Creek Tribal Police Department,Ft Thompson,Buffalo,SD,,,,,57339-0139,1,,,"Police, Tribal",0,Law,5,10,  1.00 ,20,,,,,,TCS / Comtech / Microdata,,,,,
Iowa Department of Public Safety,Des Moines,Polk,IA,,,,,50319,1,,,"Police, State",0,Law,500,550,  15.00 ,0,MACH,,1/1/2012,Oracle,1/1/1998,CentralSquare / TriTech / Zuercher / EmergiTech*,,,,,
WestCom,West Des Moines,Polk,IA,,,,,50265,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,30,  8.00 ,0,CentralSquare / TriTech / Inform*,,4/4/2016,,,CentralSquare / TriTech / Inform*,,,,,
Black Hawk County Communications,Waterloo,Black Hawk,IA,,,,,50703-4719,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,30,  8.00 ,0,Shield Tech Corp / Shieldware,,1/1/1995,,,,,,,,
Des Moines County Communications,Burlington,Des Moines,IA,,,,,52601-5224,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  4.00 ,0,Shield Tech Corp / Shieldware,,1/1/1999,,1/1/1999,Intrado / West / Viper*,,,,,
Mahaska County E911 Center,Oskaloosa,Mahaska,IA,,,,,52577-2842,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  4.00 ,0,Shield Tech Corp / Shieldware,,1/1/1996,,,TCS / Comtech / Microdata,,,,,
Webster County TeleCommunications,Ft Dodge,Webster,IA,,,,,50501-4666,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  3.00 ,0,CentralSquare / TriTech / Zuercher,,1/18/2018,,,Intrado / West / Viper*,,,,,
"Shelby County 911/EMA, IA",Harlan,Shelby,IA,,,,,51537-1441,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,11,  3.00 ,0,CentralSquare / TriTech / Zuercher / EmergiTech*,,5/1/2004,,,Zetron*,,,,,
Buena Vista County 911 Communicatio,Storm Lake,Buena Vista,IA,,,,,50588-0276,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  3.00 ,0,Shield Tech Corp / Shieldware,,1/1/2019,,,CentralSquare / TriTech / Zuercher / EmergiTech*,,,,,
Harrison County Emergency Management Agency,Logan,Harrison,IA,,,,,51546-1305,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,8,  3.00 ,0,Shield Tech Corp / Shieldware,,6/8/2015,,,CentralSquare / TriTech / Zuercher / EmergiTech*,1/1/2016,1/1/2021,,,
Mills County E911 Communications Center,Glenwood,Mills,IA,,,,,51534,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,9,  3.00 ,0,Shield Tech Corp / Shieldware,,1/1/2002,,,Intrado / West / Viper*,1/1/2016,1/1/2021,,,
Winneshiek County 911,Decorah,Winneshiek,IA,,,,,52101,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,6,  2.00 ,0,,,,,,,,,,,
Jefferson County Communications,Fairfield,Jefferson,IA,,,,,52556-2778,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  2.00 ,0,Allpoints,,1/1/2009,,,Motorola Solutions / Vesta,,,,,
Calhoun County 911 Law Enforcement Center,Rockwell City,Calhoun,IA,,,,,50579-0304,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,4,  2.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2017,,,CentralSquare / TriTech / Zuercher / EmergiTech*,,,,,
Sac County E911 Service,Sac City,Sac,IA,,,,,50583-0113,1,,,Dispatch Center (Stand Alone),0,Dispatch,8,6,  2.00 ,0,CentralSquare / TriTech / Zuercher / EmergiTech*,,1/1/2007,,,CentralSquare / TriTech / Zuercher / EmergiTech*,,,,,
Delaware County Dispatch,Manchester,Delaware,IA,,,,,52057-1733,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  2.00 ,0,Shield Tech Corp / Shieldware,,1/1/1996,,,Intrado / West / Viper*,1/1/2016,1/1/2020,,,
Floyd County E911,Charles City,Floyd,IA,,,,,50616-2229,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,6,  2.00 ,0,Shield Tech Corp / Shieldware,,5/1/2011,,,CentralSquare / TriTech / Zuercher / EmergiTech*,,,,,
Jackson County Communications,Maquoketa,Jackson,IA,,,,,52060-2939,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  2.00 ,0,Shield Tech Corp / Shieldware,,1/1/2000,,,Motorola Solutions / CallWorks*,,,,,
St Charles Department of Dispatch & Alarm,Wentzville,St Charles,MO,,,,,63385-3438,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,58,  39.00 ,0,Omnigo / ITI*,,1/1/1998,,,Motorola Solutions / CallWorks*,11/30/2015,,,,
Kansas City Communications,Kansas City,Jackson,MO,,,,,64106-2623,1,,,Dispatch Center (Stand Alone),0,Dispatch,,120,  30.00 ,0,Hexagon / Intergraph*,,9/26/2017,Does not use*,,Other,,,,,
Boone County Joint Communications,Columbia,Boone,MO,,,,,65205,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,49,  21.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,1/1/2017,,,,,,,,
St Louis County 911,Clayton,St Louis,MO,,,,,63105-3865,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,84,  21.00 ,0,LOGIS,,1/1/1999,,,Motorola Solutions / CallWorks*,,,,,
Greene County/Springfield 911,Springfield,Greene,MO,,,,,65802-3830,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,73,  16.00 ,0,Motorola Solutions / Premier One*,,1/1/2003,,,Intrado / West*,10/3/2017,10/3/2022,,,
Jasper County 911,Carthage,Jasper,MO,,,,,64836-0801,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,24,  10.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,8/1/2012,,,Comtech,,,,,
Johnson County Communications Center,Warrensburg,Johnson,MO,,,,,64093,1,,,Dispatch Center (Stand Alone),0,Dispatch,,33,  10.00 ,0,CentralSquare / Superion / SunGard / OSSI*,,12/20/2016,,,Other,,,,,
Jefferson County 911,House Springs,Jefferson,MO,,,,,63051-2457,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,34,  10.00 ,0,LogiSYS,,1/1/2020,,,,,,,,
East Central Dispatch,St Louis,St. Louis,MO,,,,,63117,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,24,  6.00 ,0,Caliber Public Safety / Global*,,1/1/2004,,,Motorola Solutions / CallWorks*,,,,,
Polk County 911 Dispatch Center,Bolivar,Polk,MO,,,,,65613-2070,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,25,  6.00 ,0,CentralSquare / Superion / SunGard / HTE*,,1/1/2018,,,Motorola Solutions / Vesta*,,,,,
Newton County 911,Neosho,Newton,MO,,,,,64850-1820,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,21,  5.00 ,0,CentralSquare / Superion+,,11/1/2018,,,Motorola Solutions / Vesta,,,,,
Saline County E911,Marshall,Saline,MO,,,,,65340 0026,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,16,  5.00 ,0,J2 Software Solutions,,,,,,,,,,
Lewis County 911,Monticello,Lewis,MO,,,,,63457-0056,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,15,  5.00 ,0,Lawman*,,1/1/2002,,,Zetron*,,,,,
Gasconade County 911,Owensville,Gasconade,MO,,,,,65066-1444,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,20,  4.00 ,0,Caliber Public Safety / Global*,,1/1/2008,,,Intrado / West*,5/23/2017,5/1/2022,,,
Ralls County 911,New London,Ralls,MO,,,,,63459-0454,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,6,  4.00 ,0,Lawman*,,1/1/2004,,,Zetron*,9/12/2018,9/1/2023,,,
Kansas City International Airport,Kansas City,Clay,MO,,,,,64195-0047,1,,,"Police, Airport",0,Law,60,63,  4.00 ,0,Omnigo / ITI*,,1/1/2018,Omnigo / ITI*,1/1/2018,,,,,,
Warren County 911,Warrenton,Warren,MO,,,,,63383-2434,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,22,  4.00 ,0,Omnigo / ITI*,,3/1/2016,,,Other,,,,,
Stoddard County 911,Dexter,Stoddard,MO,,,,,63841-1516,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,9,  3.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2019,,,CentralSquare / TriTech / Zuercher,,,,,
Pike County 911,Bowling Green,Pike,MO,,,,,63334-1665,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  3.00 ,0,Interpol*,,1/1/2013,,,Intrado / West*,1/1/2015,1/1/2020,,,
Scott County 911,Oran,Scott,MO,,,,,63771-9171,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  3.00 ,0,Omnigo / ITI*,,1/11/2018,,,,,,,,
Texas County/WRI-TEX 911,Houston,Texas,MO,,,,,65483-2046,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,13,  3.00 ,0,Omnigo / ITI*,,8/5/2015,,,Motorola Solutions / CallWorks*,,,,,
Chariton County Enhanced 911 Servi,Keytesville,Chariton,MO,,,,,65261,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,12,  3.00 ,0,Other,,1/1/2003,,,,,,,,
Cooper County 911,Boonville,Cooper,MO,,,,,65233-1276,1,,,Dispatch Center (Stand Alone),0,Dispatch,11,12,  3.00 ,0,"Sun Ridge Systems, Inc / RIMS*",,,,,,,,,,
Macon County 911,Macon,Macon,MO,,,,,63552-2095,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,10,  3.00 ,0,Valor Systems,,1/1/1995,,,,,,,,
Springfield-Branson Reg Airport,Springfield,Greene,MO,,,,,65803,1,,,"Police, Airport",0,Law,10,12,  2.00 ,0,CARE,,6/1/2019,CARE,6/1/2019,,,,,,
Atchison Co E 911,Rock Port,Atchison,MO,,,,,64482,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,9,  2.00 ,0,"CIS - Computer Information Systems, Inc.",,12/1/2010,,,Motorola Solutions / Vesta*,,,,,
Washington University,St. Louis,St. Louis,MO,,,,,631101010,1,,,"Police, University & College",0,Law,43,63,  2.00 ,0,End2End / ARMS*,,1/1/1998,End2End / ARMS*,1/1/1998,Motorola Solutions / CallWorks*,,,,,End2End / ARMS*
Missouri Capitol Police,Jefferson City,Cole,MO,,,,,65102-0036,1,,,"Police, State Other",0,Law,29,32,  2.00 ,0,In House Custom System*,,,In House Custom System*,,,,,,,
University of Central Missouri,Warrensburg,Johnson,MO,,,,,64093,1,,,"Police, University & College",0,Law,18,29,  2.00 ,0,Interpol*,,1/1/2005,Interpol*,1/1/2005,Cascadian,,,,,Interpol*
Shelby County 911,Shelbyville,Shelby,MO,,,,,63469-0258,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,15,  2.00 ,0,Lawman*,,1/1/2004,,,GIS Technologies,7/25/2019,,,,
Sullivan County 911,Milan,Sullivan,MO,,,,,63556,1,,,Dispatch Center (Stand Alone),0,Dispatch,,11,  2.00 ,0,Lawman*,,1/1/2014,,,Cassidian Communications / PlantCML*,,,,,
Clinton County 911,Plattsburg,Clinton,MO,,,,,64477-0245,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,33,  2.00 ,0,Omnigo / ITI*,,3/1/2018,,,,,,,,
Gentry County 911,Albany,Gentry,MO,,,,,64402-1253,1,,,Dispatch Center (Stand Alone),0,Dispatch,,7,  2.00 ,0,Radio's,,,,,Midwest Data,1/1/2016,,,,
Daviess County 911,Gallatin,Daviess,MO,,,,,64640-1152,1,,,Dispatch Center (Stand Alone),0,Dispatch,0,7,  2.00 ,0,Unknown,,,,,,,,,,
Wisconsin State Patrol,Wausau,Marathon,WI,,,,,54401 7172,1,,,"Police, State",0,Law,250,600,  15.00 ,0,MACH,,2/1/2016,In House Custom System*,,,,,,,
Milwaukee County Communications,Milwaukee,Milwaukee,WI,,,,,53233-1427,1,,,Dispatch Center (Stand Alone),0,Dispatch,100,25,  10.00 ,0,Pro Phoenix,,12/1/2013,,,Motorola Solutions / Vesta*,,,,,
